,State,County,Value,Gender,Race/Ethnicity,LatLng
31293,NC,Nash County,128.5,Overall,Hispanic,"(35.96325, -77.981695)"
31294,NC,New Hanover County,129.6,Overall,Hispanic,"(34.263581, -77.895358)"
31296,NC,Onslow County,121.4,Overall,Hispanic,"(34.740369, -77.442474)"
31297,NC,Orange County,67.8,Overall,Hispanic,"(36.056708, -79.12264)"
31300,NC,Pender County,105.5,Overall,Hispanic,"(34.528344, -77.915837)"
31302,NC,Person County,103.6,Overall,Hispanic,"(36.389343, -78.975872)"
31303,NC,Pitt County,99.5,Overall,Hispanic,"(35.590505, -77.379123)"
31304,NC,Polk County,97.7,Overall,Hispanic,"(35.275619, -82.170022)"
31305,NC,Randolph County,75.5,Overall,Hispanic,"(35.706575, -79.802905)"
31307,NC,Robeson County,138.1,Overall,Hispanic,"(34.638746, -79.09942)"
31308,NC,Rockingham County,82.3,Overall,Hispanic,"(36.396136, -79.769302)"
31309,NC,Rowan County,88.9,Overall,Hispanic,"(35.635879, -80.518235)"
31310,NC,Rutherford County,136.6,Overall,Hispanic,"(35.399442, -81.917292)"
31311,NC,Sampson County,171.1,Overall,Hispanic,"(34.986249, -78.371475)"
31313,NC,Stanly County,96.8,Overall,Hispanic,"(35.312563, -80.248868)"
31314,NC,Stokes County,86.5,Overall,Hispanic,"(36.400112, -80.234031)"
31315,NC,Surry County,93.7,Overall,Hispanic,"(36.413116, -80.68616)"
31317,NC,Transylvania County,128.5,Overall,Hispanic,"(35.202363, -82.792783)"
31319,NC,Union County,125.4,Overall,Hispanic,"(34.986861, -80.531078)"
31321,NC,Wake County,99.9,Overall,Hispanic,"(35.78375, -78.652872)"
31324,NC,North Carolina,401.4,Male,Overall,"(35.5475, -79.4019)"
31326,NC,Wayne County,143.5,Overall,Hispanic,"(35.354641, -78.008452)"
31328,NC,Wilson County,133.7,Overall,Hispanic,"(35.69877, -77.920576)"
31329,NC,Yadkin County,87.2,Overall,Hispanic,"(36.155268, -80.663555)"
31331,NC,Alamance County,137.4,Male,Hispanic,"(36.037343, -79.398844)"
31339,NC,Bladen County,70.9,Male,Hispanic,"(34.608631, -78.557235)"
31341,NC,Buncombe County,112.8,Male,Hispanic,"(35.607613, -82.526366)"
31343,NC,Cabarrus County,175.0,Male,Hispanic,"(35.3855, -80.548633)"
31348,NC,Catawba County,67.4,Male,Hispanic,"(35.658972, -81.213566)"
31349,NC,Chatham County,102.0,Male,Hispanic,"(35.697142, -79.254182)"
31356,NC,Cumberland County,127.5,Male,Hispanic,"(35.044653, -78.8294)"
31359,NC,Davidson County,134.1,Male,Hispanic,"(35.789628, -80.20883)"
31361,NC,Duplin County,114.1,Male,Hispanic,"(34.933085, -77.93468)"
31362,NC,Durham County,124.7,Male,Hispanic,"(36.029183, -78.87741)"
31364,NC,Forsyth County,95.6,Male,Hispanic,"(36.126047, -80.249477)"
31365,NC,Franklin County,137.4,Male,Hispanic,"(36.075748, -78.283888)"
31366,NC,Gaston County,92.6,Male,Hispanic,"(35.292548, -81.177848)"
31369,NC,Granville County,117.3,Male,Hispanic,"(36.300753, -78.655485)"
31371,NC,Guilford County,122.8,Male,Hispanic,"(36.072845, -79.781989)"
31373,NC,Harnett County,213.9,Male,Hispanic,"(35.368234, -78.868802)"
31375,NC,Henderson County,82.1,Male,Hispanic,"(35.336615, -82.475972)"
31377,NC,Hoke County,72.7,Male,Hispanic,"(35.011746, -79.236099)"
31379,NC,Iredell County,135.0,Male,Hispanic,"(35.80236, -80.87071)"
31381,NC,Johnston County,170.1,Male,Hispanic,"(35.514295, -78.365444)"
31383,NC,Lee County,235.5,Male,Hispanic,"(35.470107, -79.175428)"
31385,NC,Lincoln County,102.8,Male,Hispanic,"(35.481319, -81.218686)"
31390,NC,Mecklenburg County,169.3,Male,Hispanic,"(35.245446, -80.829707)"
31393,NC,Moore County,73.3,Male,Hispanic,"(35.306734, -79.476806)"
31394,NC,Nash County,138.1,Male,Hispanic,"(35.96325, -77.981695)"
31395,NC,New Hanover County,177.0,Male,Hispanic,"(34.263581, -77.895358)"
31397,NC,Onslow County,96.1,Male,Hispanic,"(34.740369, -77.442474)"
31398,NC,Orange County,149.8,Male,Hispanic,"(36.056708, -79.12264)"
31404,NC,Pitt County,23.0,Male,Hispanic,"(35.590505, -77.379123)"
31406,NC,Randolph County,103.5,Male,Hispanic,"(35.706575, -79.802905)"
31408,NC,Robeson County,256.5,Male,Hispanic,"(34.638746, -79.09942)"
31409,NC,Rockingham County,111.2,Male,Hispanic,"(36.396136, -79.769302)"
31410,NC,Rowan County,174.5,Male,Hispanic,"(35.635879, -80.518235)"
31412,NC,Sampson County,108.5,Male,Hispanic,"(34.986249, -78.371475)"
31413,NC,North Carolina,246.6,Female,Overall,"(35.5475, -79.4019)"
31415,NC,Stanly County,168.0,Male,Hispanic,"(35.312563, -80.248868)"
31416,NC,Stokes County,112.5,Male,Hispanic,"(36.400112, -80.234031)"
31419,NC,Transylvania County,103.4,Male,Hispanic,"(35.202363, -82.792783)"
31421,NC,Union County,187.6,Male,Hispanic,"(34.986861, -80.531078)"
31423,NC,Wake County,113.3,Male,Hispanic,"(35.78375, -78.652872)"
31427,NC,Wayne County,140.9,Male,Hispanic,"(35.354641, -78.008452)"
31429,NC,Wilson County,99.9,Male,Hispanic,"(35.69877, -77.920576)"
31432,NC,Alamance County,17.2,Female,Hispanic,"(36.037343, -79.398844)"
31440,NC,Bladen County,152.9,Female,Hispanic,"(34.608631, -78.557235)"
31442,NC,Buncombe County,135.5,Female,Hispanic,"(35.607613, -82.526366)"
31444,NC,Cabarrus County,86.1,Female,Hispanic,"(35.3855, -80.548633)"
31449,NC,Catawba County,125.0,Female,Hispanic,"(35.658972, -81.213566)"
31450,NC,Chatham County,54.3,Female,Hispanic,"(35.697142, -79.254182)"
31457,NC,Cumberland County,160.5,Female,Hispanic,"(35.044653, -78.8294)"
31458,NC,Currituck County,158.9,Female,Hispanic,"(36.407817, -76.027453)"
31460,NC,Davidson County,65.8,Female,Hispanic,"(35.789628, -80.20883)"
31462,NC,Duplin County,171.1,Female,Hispanic,"(34.933085, -77.93468)"
31463,NC,Durham County,132.5,Female,Hispanic,"(36.029183, -78.87741)"
31465,NC,Forsyth County,81.3,Female,Hispanic,"(36.126047, -80.249477)"
31466,NC,Franklin County,114.0,Female,Hispanic,"(36.075748, -78.283888)"
31467,NC,Gaston County,48.4,Female,Hispanic,"(35.292548, -81.177848)"
31470,NC,Granville County,54.1,Female,Hispanic,"(36.300753, -78.655485)"
31472,NC,Guilford County,54.0,Female,Hispanic,"(36.072845, -79.781989)"
31474,NC,Harnett County,134.0,Female,Hispanic,"(35.368234, -78.868802)"
31476,NC,Henderson County,80.0,Female,Hispanic,"(35.336615, -82.475972)"
31478,NC,Hoke County,89.4,Female,Hispanic,"(35.011746, -79.236099)"
31480,NC,North Carolina,310.1,Overall,White,"(35.5475, -79.4019)"
31481,NC,Iredell County,88.0,Female,Hispanic,"(35.80236, -80.87071)"
31483,NC,Johnston County,80.9,Female,Hispanic,"(35.514295, -78.365444)"
31485,NC,Lee County,46.0,Female,Hispanic,"(35.470107, -79.175428)"
31487,NC,Lincoln County,138.1,Female,Hispanic,"(35.481319, -81.218686)"
31492,NC,Mecklenburg County,103.4,Female,Hispanic,"(35.245446, -80.829707)"
31495,NC,Moore County,114.3,Female,Hispanic,"(35.306734, -79.476806)"
31496,NC,Nash County,118.0,Female,Hispanic,"(35.96325, -77.981695)"
31497,NC,New Hanover County,98.5,Female,Hispanic,"(34.263581, -77.895358)"
31499,NC,Onslow County,123.1,Female,Hispanic,"(34.740369, -77.442474)"
31500,NC,Orange County,17.0,Female,Hispanic,"(36.056708, -79.12264)"
31503,NC,Pender County,128.9,Female,Hispanic,"(34.528344, -77.915837)"
31507,NC,Polk County,118.4,Female,Hispanic,"(35.275619, -82.170022)"
31508,NC,Randolph County,73.4,Female,Hispanic,"(35.706575, -79.802905)"
31510,NC,Robeson County,71.3,Female,Hispanic,"(34.638746, -79.09942)"
31514,NC,Sampson County,243.0,Female,Hispanic,"(34.986249, -78.371475)"
31520,NC,Transylvania County,142.8,Female,Hispanic,"(35.202363, -82.792783)"
31522,NC,Union County,93.5,Female,Hispanic,"(34.986861, -80.531078)"
31524,NC,Wake County,87.8,Female,Hispanic,"(35.78375, -78.652872)"
31528,NC,Wayne County,112.7,Female,Hispanic,"(35.354641, -78.008452)"
31533,NC,Alamance County,108.1,Overall,Asian and Pacific Islander,"(36.037343, -79.398844)"
31541,NC,Bladen County,161.4,Overall,Asian and Pacific Islander,"(34.608631, -78.557235)"
31543,NC,Buncombe County,169.9,Overall,Asian and Pacific Islander,"(35.607613, -82.526366)"
31544,NC,Burke County,167.6,Overall,Asian and Pacific Islander,"(35.746243, -81.700515)"
31545,NC,Cabarrus County,135.2,Overall,Asian and Pacific Islander,"(35.3855, -80.548633)"
31546,NC,North Carolina,397.0,Male,White,"(35.5475, -79.4019)"
31551,NC,Catawba County,214.8,Overall,Asian and Pacific Islander,"(35.658972, -81.213566)"
31552,NC,Chatham County,89.7,Overall,Asian and Pacific Islander,"(35.697142, -79.254182)"
31556,NC,Cleveland County,195.0,Overall,Asian and Pacific Islander,"(35.333441, -81.54967)"
31559,NC,Cumberland County,143.1,Overall,Asian and Pacific Islander,"(35.044653, -78.8294)"
31560,NC,Currituck County,105.0,Overall,Asian and Pacific Islander,"(36.407817, -76.027453)"
31562,NC,Davidson County,240.1,Overall,Asian and Pacific Islander,"(35.789628, -80.20883)"
31563,NC,Davie County,177.1,Overall,Asian and Pacific Islander,"(35.925235, -80.542652)"
31565,NC,Durham County,91.9,Overall,Asian and Pacific Islander,"(36.029183, -78.87741)"
31567,NC,Forsyth County,156.0,Overall,Asian and Pacific Islander,"(36.126047, -80.249477)"
31568,NC,Franklin County,96.3,Overall,Asian and Pacific Islander,"(36.075748, -78.283888)"
31569,NC,Gaston County,111.2,Overall,Asian and Pacific Islander,"(35.292548, -81.177848)"
31572,NC,Granville County,260.3,Overall,Asian and Pacific Islander,"(36.300753, -78.655485)"
31574,NC,Guilford County,135.0,Overall,Asian and Pacific Islander,"(36.072845, -79.781989)"
31576,NC,Harnett County,111.4,Overall,Asian and Pacific Islander,"(35.368234, -78.868802)"
31580,NC,Hoke County,421.6,Overall,Asian and Pacific Islander,"(35.011746, -79.236099)"
31582,NC,Iredell County,134.9,Overall,Asian and Pacific Islander,"(35.80236, -80.87071)"
31584,NC,Johnston County,108.4,Overall,Asian and Pacific Islander,"(35.514295, -78.365444)"
31593,NC,Mecklenburg County,150.7,Overall,Asian and Pacific Islander,"(35.245446, -80.829707)"
31596,NC,Moore County,51.5,Overall,Asian and Pacific Islander,"(35.306734, -79.476806)"
31597,NC,Nash County,109.6,Overall,Asian and Pacific Islander,"(35.96325, -77.981695)"
31600,NC,Onslow County,59.1,Overall,Asian and Pacific Islander,"(34.740369, -77.442474)"
31601,NC,Orange County,91.4,Overall,Asian and Pacific Islander,"(36.056708, -79.12264)"
31608,NC,Polk County,140.7,Overall,Asian and Pacific Islander,"(35.275619, -82.170022)"
31609,NC,Randolph County,244.4,Overall,Asian and Pacific Islander,"(35.706575, -79.802905)"
31611,NC,Robeson County,314.4,Overall,Asian and Pacific Islander,"(34.638746, -79.09942)"
31612,NC,Rockingham County,139.1,Overall,Asian and Pacific Islander,"(36.396136, -79.769302)"
31614,NC,Rutherford County,151.9,Overall,Asian and Pacific Islander,"(35.399442, -81.917292)"
31615,NC,Sampson County,126.0,Overall,Asian and Pacific Islander,"(34.986249, -78.371475)"
31617,NC,Stanly County,632.4,Overall,Asian and Pacific Islander,"(35.312563, -80.248868)"
31618,NC,Stokes County,147.0,Overall,Asian and Pacific Islander,"(36.400112, -80.234031)"
31621,NC,Transylvania County,146.9,Overall,Asian and Pacific Islander,"(35.202363, -82.792783)"
31623,NC,Union County,173.3,Overall,Asian and Pacific Islander,"(34.986861, -80.531078)"
31625,NC,Wake County,112.1,Overall,Asian and Pacific Islander,"(35.78375, -78.652872)"
31646,NC,Cabarrus County,215.5,Male,Asian and Pacific Islander,"(35.3855, -80.548633)"
31652,NC,Chatham County,148.1,Male,Asian and Pacific Islander,"(35.697142, -79.254182)"
31659,NC,Cumberland County,128.6,Male,Asian and Pacific Islander,"(35.044653, -78.8294)"
31660,NC,Currituck County,131.9,Male,Asian and Pacific Islander,"(36.407817, -76.027453)"
31662,NC,Davidson County,512.4,Male,Asian and Pacific Islander,"(35.789628, -80.20883)"
31665,NC,Durham County,140.9,Male,Asian and Pacific Islander,"(36.029183, -78.87741)"
31667,NC,Forsyth County,201.2,Male,Asian and Pacific Islander,"(36.126047, -80.249477)"
31668,NC,Franklin County,146.7,Male,Asian and Pacific Islander,"(36.075748, -78.283888)"
31669,NC,Gaston County,219.9,Male,Asian and Pacific Islander,"(35.292548, -81.177848)"
31672,NC,Granville County,146.7,Male,Asian and Pacific Islander,"(36.300753, -78.655485)"
31674,NC,Guilford County,132.9,Male,Asian and Pacific Islander,"(36.072845, -79.781989)"
31676,NC,Harnett County,141.6,Male,Asian and Pacific Islander,"(35.368234, -78.868802)"
31682,NC,Iredell County,215.3,Male,Asian and Pacific Islander,"(35.80236, -80.87071)"
31684,NC,Johnston County,142.2,Male,Asian and Pacific Islander,"(35.514295, -78.365444)"
31688,NC,Lincoln County,210.7,Male,Asian and Pacific Islander,"(35.481319, -81.218686)"
31693,NC,Mecklenburg County,212.2,Male,Asian and Pacific Islander,"(35.245446, -80.829707)"
31697,NC,Nash County,143.9,Male,Asian and Pacific Islander,"(35.96325, -77.981695)"
31701,NC,Orange County,139.4,Male,Asian and Pacific Islander,"(36.056708, -79.12264)"
31709,NC,Randolph County,213.2,Male,Asian and Pacific Islander,"(35.706575, -79.802905)"
31723,NC,Union County,214.6,Male,Asian and Pacific Islander,"(34.986861, -80.531078)"
31725,NC,Wake County,145.6,Male,Asian and Pacific Islander,"(35.78375, -78.652872)"
31746,NC,Cabarrus County,95.0,Female,Asian and Pacific Islander,"(35.3855, -80.548633)"
31759,NC,Cumberland County,144.8,Female,Asian and Pacific Islander,"(35.044653, -78.8294)"
31760,NC,Currituck County,95.8,Female,Asian and Pacific Islander,"(36.407817, -76.027453)"
31765,NC,Durham County,69.1,Female,Asian and Pacific Islander,"(36.029183, -78.87741)"
31767,NC,Forsyth County,142.7,Female,Asian and Pacific Islander,"(36.126047, -80.249477)"
31769,NC,Gaston County,78.7,Female,Asian and Pacific Islander,"(35.292548, -81.177848)"
31774,NC,Guilford County,125.1,Female,Asian and Pacific Islander,"(36.072845, -79.781989)"
31776,NC,Harnett County,80.1,Female,Asian and Pacific Islander,"(35.368234, -78.868802)"
31782,NC,Iredell County,86.1,Female,Asian and Pacific Islander,"(35.80236, -80.87071)"
31793,NC,Mecklenburg County,92.8,Female,Asian and Pacific Islander,"(35.245446, -80.829707)"
31801,NC,Orange County,61.8,Female,Asian and Pacific Islander,"(36.056708, -79.12264)"
31811,NC,Robeson County,348.6,Female,Asian and Pacific Islander,"(34.638746, -79.09942)"
31823,NC,Union County,95.3,Female,Asian and Pacific Islander,"(34.986861, -80.531078)"
31825,NC,Wake County,78.4,Female,Asian and Pacific Islander,"(35.78375, -78.652872)"
31837,NC,Anson County,307.9,Overall,American Indian and Alaskan Native,"(34.976201, -80.104771)"
31842,NC,Bladen County,453.9,Overall,American Indian and Alaskan Native,"(34.608631, -78.557235)"
31843,NC,Brunswick County,132.6,Overall,American Indian and Alaskan Native,"(34.074922, -78.252254)"
31852,NC,Chatham County,206.6,Overall,American Indian and Alaskan Native,"(35.697142, -79.254182)"
31857,NC,Columbus County,552.6,Overall,American Indian and Alaskan Native,"(34.263849, -78.65428)"
31859,NC,Cumberland County,426.4,Overall,American Indian and Alaskan Native,"(35.044653, -78.8294)"
31868,NC,Franklin County,270.8,Overall,American Indian and Alaskan Native,"(36.075748, -78.283888)"
31875,NC,Halifax County,358.2,Overall,American Indian and Alaskan Native,"(36.252918, -77.65503)"
31876,NC,Harnett County,488.1,Overall,American Indian and Alaskan Native,"(35.368234, -78.868802)"
31877,NC,Haywood County,332.6,Overall,American Indian and Alaskan Native,"(35.55207, -82.982474)"
31880,NC,Hoke County,397.4,Overall,American Indian and Alaskan Native,"(35.011746, -79.236099)"
31883,NC,Jackson County,373.5,Overall,American Indian and Alaskan Native,"(35.281353, -83.138946)"
31884,NC,Johnston County,133.1,Overall,American Indian and Alaskan Native,"(35.514295, -78.365444)"
31890,NC,Macon County,479.2,Overall,American Indian and Alaskan Native,"(35.145543, -83.421893)"
31893,NC,Mecklenburg County,296.5,Overall,American Indian and Alaskan Native,"(35.245446, -80.829707)"
31896,NC,Moore County,315.7,Overall,American Indian and Alaskan Native,"(35.306734, -79.476806)"
31897,NC,Nash County,311.2,Overall,American Indian and Alaskan Native,"(35.96325, -77.981695)"
31899,NC,Northampton County,326.6,Overall,American Indian and Alaskan Native,"(36.422168, -77.412187)"
31904,NC,Pender County,206.3,Overall,American Indian and Alaskan Native,"(34.528344, -77.915837)"
31910,NC,Richmond County,144.6,Overall,American Indian and Alaskan Native,"(35.00261, -79.740578)"
31911,NC,Robeson County,420.2,Overall,American Indian and Alaskan Native,"(34.638746, -79.09942)"
31915,NC,Sampson County,376.9,Overall,American Indian and Alaskan Native,"(34.986249, -78.371475)"
31916,NC,Scotland County,352.8,Overall,American Indian and Alaskan Native,"(34.834413, -79.477433)"
31920,NC,Swain County,442.5,Overall,American Indian and Alaskan Native,"(35.479654, -83.494771)"
31921,NC,Transylvania County,276.5,Overall,American Indian and Alaskan Native,"(35.202363, -82.792783)"
31926,NC,Warren County,365.9,Overall,American Indian and Alaskan Native,"(36.396823, -78.111442)"
31942,NC,Bladen County,552.2,Male,American Indian and Alaskan Native,"(34.608631, -78.557235)"
31957,NC,Columbus County,779.5,Male,American Indian and Alaskan Native,"(34.263849, -78.65428)"
31959,NC,Cumberland County,535.9,Male,American Indian and Alaskan Native,"(35.044653, -78.8294)"
31976,NC,Harnett County,494.2,Male,American Indian and Alaskan Native,"(35.368234, -78.868802)"
31980,NC,Hoke County,487.7,Male,American Indian and Alaskan Native,"(35.011746, -79.236099)"
31983,NC,Jackson County,408.7,Male,American Indian and Alaskan Native,"(35.281353, -83.138946)"
31990,NC,Macon County,514.5,Male,American Indian and Alaskan Native,"(35.145543, -83.421893)"
31996,NC,Moore County,456.2,Male,American Indian and Alaskan Native,"(35.306734, -79.476806)"
32010,NC,Richmond County,363.7,Male,American Indian and Alaskan Native,"(35.00261, -79.740578)"
32011,NC,Robeson County,479.7,Male,American Indian and Alaskan Native,"(34.638746, -79.09942)"
32015,NC,Sampson County,319.2,Male,American Indian and Alaskan Native,"(34.986249, -78.371475)"
32016,NC,Scotland County,479.9,Male,American Indian and Alaskan Native,"(34.834413, -79.477433)"
32020,NC,Swain County,608.2,Male,American Indian and Alaskan Native,"(35.479654, -83.494771)"
32042,NC,Bladen County,369.0,Female,American Indian and Alaskan Native,"(34.608631, -78.557235)"
32057,NC,Columbus County,394.5,Female,American Indian and Alaskan Native,"(34.263849, -78.65428)"
32059,NC,Cumberland County,342.4,Female,American Indian and Alaskan Native,"(35.044653, -78.8294)"
32077,NC,Haywood County,292.6,Female,American Indian and Alaskan Native,"(35.55207, -82.982474)"
32080,NC,Hoke County,328.5,Female,American Indian and Alaskan Native,"(35.011746, -79.236099)"
32083,NC,Jackson County,310.7,Female,American Indian and Alaskan Native,"(35.281353, -83.138946)"
32090,NC,Macon County,340.9,Female,American Indian and Alaskan Native,"(35.145543, -83.421893)"
32096,NC,Moore County,177.1,Female,American Indian and Alaskan Native,"(35.306734, -79.476806)"
32104,NC,Pender County,288.9,Female,American Indian and Alaskan Native,"(34.528344, -77.915837)"
32110,NC,Richmond County,175.4,Female,American Indian and Alaskan Native,"(35.00261, -79.740578)"
32111,NC,Robeson County,367.7,Female,American Indian and Alaskan Native,"(34.638746, -79.09942)"
32115,NC,Sampson County,334.8,Female,American Indian and Alaskan Native,"(34.986249, -78.371475)"
32116,NC,Scotland County,215.6,Female,American Indian and Alaskan Native,"(34.834413, -79.477433)"
32120,NC,Swain County,312.2,Female,American Indian and Alaskan Native,"(35.479654, -83.494771)"
32134,NC,North Carolina,313.9,Overall,Overall,"(35.5475, -79.4019)"
32135,NC,North Carolina,241.2,Female,White,"(35.5475, -79.4019)"
32136,NC,North Carolina,363.2,Overall,Black,"(35.5475, -79.4019)"
32137,NC,North Carolina,475.1,Male,Black,"(35.5475, -79.4019)"
